"89023","MATHS","23"
"89023","GEOGRAPHY","8"
"89023","PHYSICS","75"
"89023","CHEMISTRY","92"
"89023","BIOLOGY","67"
"29975","MATHS","91"
"29975","GEOGRAPHY","41"
"29975","PHYSICS","71"
"29975","CHEMISTRY","48"
"29975","BIOLOGY","90"
"28583","MATHS","52"
"28583","GEOGRAPHY","61"
"28583","PHYSICS","30"
"28583","CHEMISTRY","77"
"28583","BIOLOGY","56"
"80548","MATHS","98"
"80548","GEOGRAPHY","100"
"80548","PHYSICS","23"
"80548","CHEMISTRY","88"
"80548","BIOLOGY","33"
"78551","MATHS","46"
"78551","GEOGRAPHY","33"
"78551","PHYSICS","6"
"78551","CHEMISTRY","48"
"78551","BIOLOGY","49"
"41159","MATHS","47"
"41159","GEOGRAPHY","91"
"41159","PHYSICS","70"
"41159","CHEMISTRY","63"
"41159","BIOLOGY","36"
"12786","MATHS","89"
"12786","GEOGRAPHY","42"
"12786","PHYSICS","90"
"12786","CHEMISTRY","38"
"12786","BIOLOGY","50"
"227","MATHS","96"
"227","GEOGRAPHY","42"
"227","PHYSICS","48"
"227","CHEMISTRY","93"
"227","BIOLOGY","71"
"45370","MATHS","90"
"45370","GEOGRAPHY","29"
"45370","PHYSICS","68"
"45370","CHEMISTRY","87"
"45370","BIOLOGY","54"
"64503","MATHS","48"
"64503","GEOGRAPHY","3"
"64503","PHYSICS","17"
"64503","CHEMISTRY","74"
"64503","BIOLOGY","5"
"9101","MATHS","88"
"9101","GEOGRAPHY","9"
"9101","PHYSICS","27"
"9101","CHEMISTRY","23"
"9101","BIOLOGY","14"
"4420","MATHS","83"
"4420","GEOGRAPHY","79"
"4420","PHYSICS","87"
"4420","CHEMISTRY","61"
"4420","BIOLOGY","58"
"41811","MATHS","48"
"41811","GEOGRAPHY","58"
"41811","PHYSICS","34"
"41811","CHEMISTRY","33"
"41811","BIOLOGY","75"
"23819","MATHS","29"
"23819","GEOGRAPHY","6"
"23819","PHYSICS","98"
"23819","CHEMISTRY","11"
"23819","BIOLOGY","60"
"46226","MATHS","57"
"46226","GEOGRAPHY","51"
"46226","PHYSICS","34"
"46226","CHEMISTRY","91"
"46226","BIOLOGY","52"
"84564","MATHS","87"
"84564","GEOGRAPHY","19"
"84564","PHYSICS","66"
"84564","CHEMISTRY","28"
"84564","BIOLOGY","83"
"30314","MATHS","93"
"30314","GEOGRAPHY","72"
"30314","PHYSICS","53"
"30314","CHEMISTRY","86"
"30314","BIOLOGY","67"
"29523","MATHS","88"
"29523","GEOGRAPHY","31"
"29523","PHYSICS","85"
"29523","CHEMISTRY","29"
"29523","BIOLOGY","80"
"5615","MATHS","32"
"5615","GEOGRAPHY","97"
"5615","PHYSICS","41"
"5615","CHEMISTRY","36"
"5615","BIOLOGY","85"
"63911","MATHS","5"
"63911","GEOGRAPHY","74"
"63911","PHYSICS","9"
"63911","CHEMISTRY","1"
"63911","BIOLOGY","24"
"61468","MATHS","13"
"61468","GEOGRAPHY","5"
"61468","PHYSICS","42"
"61468","CHEMISTRY","89"
"61468","BIOLOGY","25"
"65167","MATHS","63"
"65167","GEOGRAPHY","47"
"65167","PHYSICS","17"
